date,category,buy_value,sell_value,net_value
2020-07-29,FII/FPI,5725.0,6077.7,-352.6
2020-07-30,DII,5558.4,5945.6,-387.2
2020-07-30,FII/FPI,6462.0,6254.8,207.3
2020-07-31,DII,4447.9,4005.2,442.7
2020-07-31,FII/FPI,4283.3,5241.9,-958.6
2020-08-01,DII,5162.02,4413.62,748.4
2020-08-01,FII/FPI,4109.04,4624.89,-515.85
2020-08-03,DII,4719.8,4855.4,-135.6
2020-08-03,FII/FPI,13299.9,5481.4,7818.5
2020-08-04,DII,3650.1,4315.8,-665.7
2020-08-04,FII/FPI,5426.4,4722.7,703.7
2020-08-05,DII,3055.4,3481.3,-426.0
2020-08-05,FII/FPI,5976.6,6036.8,-60.2
2020-08-06,DII,3042.8,3510.8,-468.0
2020-08-06,FII/FPI,5578.7,4941.3,637.4
2020-08-07,DII,3443.0,3881.6,-438.6
2020-08-07,FII/FPI,6034.7,5637.4,397.3
2020-08-09,DII,4162.36,3542.07,620.29
2020-08-09,FII/FPI,3659.41,4715.93,-1056.52
2020-08-10,DII,3963.3,4468.2,-504.9
2020-08-10,FII/FPI,4892.7,4589.8,302.9
2020-08-11,DII,2759.0,4174.6,-1415.5
2020-08-11,FII/FPI,6227.7,5214.0,1013.7
2020-08-12,DII,3560.3,4500.0,-939.7
2020-08-12,FII/FPI,4939.0,4587.8,351.2
2020-08-13,DII,3693.9,4457.4,-763.5
2020-08-13,FII/FPI,4569.2,4152.9,416.3
2020-08-14,DII,3255.5,4052.6,-797.1
2020-08-14,FII/FPI,5184.0,5137.7,46.4
2020-08-17,DII,2766.3,3483.9,-717.6
2020-08-17,FII/FPI,3828.9,3496.0,332.9
2020-08-18,DII,2893.3,3272.7,-379.4
2020-08-18,FII/FPI,5409.5,4274.9,1134.6
2020-08-19,DII,3595.6,3692.7,-97.1
2020-08-19,FII/FPI,4934.9,4475.9,459.0
2020-08-20,DII,3438.2,4110.5,-672.2
2020-08-20,FII/FPI,4680.4,4948.8,-268.5
2020-08-21,DII,4277.4,4528.1,-250.6
2020-08-21,FII/FPI,3975.1,3565.0,410.2
2020-08-24,DII,3344.8,3680.4,-335.6
2020-08-24,FII/FPI,4444.1,4225.0,219.1
2020-08-25,DII,3913.0,4086.0,-173.0
2020-08-25,FII/FPI,5641.0,4159.8,1481.2
2020-08-26,DII,3785.6,4980.2,-1194.6
2020-08-26,FII/FPI,6857.5,5276.2,1581.3
2020-08-27,DII,3340.0,4149.2,-809.3
2020-08-27,FII/FPI,6625.4,5461.1,1164.3
2020-08-28,DII,5341.4,5885.0,-543.6
2020-08-28,FII/FPI,6618.9,5614.8,1004.1
2020-08-31,DII,5761.0,5080.1,680.9
2020-08-31,FII/FPI,16290.3,19685.8,-3395.5
2020-09-01,DII,3436.4,4211.6,-775.2
2020-09-01,FII/FPI,7444.6,6958.5,486.1
2020-09-02,DII,3157.2,3814.6,-657.5
2020-09-02,FII/FPI,6640.4,5649.8,990.6
2020-09-03,DII,3301.6,3181.5,120.1
2020-09-03,FII/FPI,5127.3,5119.6,7.7
2020-09-04,DII,3784.7,4241.6,-456.9
2020-09-04,FII/FPI,4931.7,6820.4,-1888.8
2020-09-06,DII,4043.52,4776.85,-733.33
2020-09-06,FII/FPI,6502.25,6011.44,490.81
2020-09-07,DII,2987.8,3803.6,-815.8
2020-09-07,FII/FPI,3496.3,3503.2,-6.9
2020-09-08,DII,4162.4,3542.1,620.3
2020-09-08,FII/FPI,3659.4,4715.9,-1056.5
2020-09-09,DII,3974.6,4238.5,-264.0
2020-09-09,FII/FPI,5079.8,6038.9,-959.1
2020-09-10,DII,3224.8,3542.1,-317.3
2020-09-10,FII/FPI,5897.9,5059.6,838.4
2020-09-11,DII,3004.6,3728.9,-724.3
2020-09-11,FII/FPI,5468.9,4293.1,1175.8
2020-09-12,DII,3834.91,6328.01,-2493.1
2020-09-12,FII/FPI,9574.48,6010.25,3564.23
2020-09-14,DII,5851.3,5971.6,-120.4
2020-09-14,FII/FPI,6172.1,5873.9,298.2
2020-09-15,DII,3922.1,4817.7,-895.6
2020-09-15,FII/FPI,5391.8,4220.9,1170.9
2020-09-16,DII,4259.7,4471.9,-212.2
2020-09-16,FII/FPI,4980.9,4716.2,264.7
2020-09-17,DII,3883.8,4951.7,-1067.8
2020-09-17,FII/FPI,4580.4,4830.3,-249.8
2020-09-18,DII,6248.9,6349.7,-100.8
2020-09-18,FII/FPI,19932.3,19727.2,205.2
2020-09-21,DII,4333.2,4851.2,-518.0
2020-09-21,FII/FPI,5230.5,5770.3,-539.8
2020-09-22,DII,4963.8,4084.9,878.9
2020-09-22,FII/FPI,3806.0,5878.7,-2072.8
2020-09-23,DII,5186.2,3557.0,1629.2
2020-09-23,FII/FPI,4190.1,8102.5,-3912.4
2020-09-24,DII,7839.0,7650.4,188.6
2020-09-24,FII/FPI,6301.6,8187.3,-1885.7
2020-09-25,DII,4210.8,2140.2,2070.6
2020-09-25,FII/FPI,4383.1,6463.3,-2080.2
2020-09-28,DII,3041.3,2498.9,542.3
2020-09-28,FII/FPI,4414.5,4441.5,-27.0
2020-09-29,DII,3244.8,2668.4,576.5
2020-09-29,FII/FPI,4346.7,5803.4,-1456.7
2020-09-30,DII,3010.5,2601.0,409.5
2020-09-30,FII/FPI,5725.3,6437.8,-712.5
2020-10-01,DII,3277.1,3017.7,259.5
2020-10-01,FII/FPI,4708.0,3075.8,1632.2
2020-10-02,DII,2866.79,3602.58,-735.79
2020-10-02,FII/FPI,4665.04,4849.62,-184.58
2020-10-05,DII,2779.6,3251.2,-471.6
2020-10-05,FII/FPI,5685.6,5448.8,236.7
2020-10-06,DII,3076.9,4011.7,-934.8
2020-10-06,FII/FPI,6073.0,4971.2,1101.8
2020-10-07,DII,2970.2,4099.6,-1129.5
2020-10-07,FII/FPI,6044.2,4950.4,1093.8
2020-10-08,DII,4992.6,4972.7,19.8
2020-10-08,FII/FPI,6586.2,5607.9,978.4
2020-10-09,DII,4154.2,4027.6,126.6
2020-10-09,FII/FPI,6284.3,6323.7,-39.4
2020-10-11,DII,6626.38,8935.57,-2309.19
2020-10-11,FII/FPI,14188.59,8561.27,5627.32
2020-10-12,DII,1960.3,2989.0,-1028.8
2020-10-12,FII/FPI,6100.2,5485.1,615.2
2020-10-13,DII,3029.2,4703.6,-1674.5
2020-10-13,FII/FPI,5797.3,4965.2,832.1
2020-10-14,DII,2962.7,4238.8,-1276.1
2020-10-14,FII/FPI,7151.5,6329.6,821.9
2020-10-15,DII,3251.1,4059.4,-808.3
2020-10-15,FII/FPI,6544.2,7148.2,-604.1
2020-10-16,DII,2545.9,2975.7,-429.8
2020-10-16,FII/FPI,4605.5,5085.1,-479.6
2020-10-19,DII,3278.5,4900.2,-1621.7
2020-10-19,FII/FPI,5994.2,4337.4,1656.8
2020-10-20,DII,2928.2,4561.4,-1633.2
2020-10-20,FII/FPI,6335.7,4750.7,1585.1
2020-10-21,DII,3951.5,5585.0,-1633.5
2020-10-21,FII/FPI,8448.1,6339.6,2108.5
2020-10-22,DII,3207.4,5227.2,-2019.9
2020-10-22,FII/FPI,8325.7,7207.3,1118.5
2020-10-23,DII,3705.8,4597.7,-891.9
2020-10-23,FII/FPI,6024.9,5118.0,906.9
2020-10-26,DII,3112.2,4091.3,-979.2
2020-10-26,FII/FPI,5323.2,5442.6,-119.4
2020-10-27,DII,4310.1,5880.9,-1570.8
2020-10-27,FII/FPI,11020.9,7506.0,3514.9
2020-10-28,DII,3843.2,3841.8,1.5
2020-10-28,FII/FPI,7833.4,8964.4,-1131.0
2020-10-29,DII,3326.0,3579.4,-253.4
2020-10-29,FII/FPI,5606.5,6027.5,-421.0
2020-10-30,DII,2694.1,2063.0,631.1
2020-10-30,FII/FPI,6329.4,7200.3,-870.9
2020-11-02,DII,3816.2,4350.2,-534.0
2020-11-02,FII/FPI,6824.8,6084.2,740.6
2020-11-03,DII,4316.5,5417.4,-1100.9
2020-11-03,FII/FPI,8481.6,6207.2,2274.4
2020-11-04,DII,4428.9,4437.0,-8.1
2020-11-04,FII/FPI,6302.8,6156.6,146.2
2020-11-05,DII,3588.7,5796.9,-2208.2
2020-11-05,FII/FPI,9962.7,4594.4,5368.3
2020-11-06,DII,2951.0,5889.6,-2938.7
2020-11-06,FII/FPI,9450.2,4580.4,4869.9
2020-11-08,DII,2759.01,4174.55,-1415.54
2020-11-08,FII/FPI,6227.7,5214.04,1013.66
2020-11-09,DII,3030.6,6067.0,-3036.3
2020-11-09,FII/FPI,9163.2,4614.8,4548.4
2020-11-10,DII,6626.4,8935.6,-2309.2
2020-11-10,FII/FPI,14188.6,8561.3,5627.3
2020-11-11,DII,4578.2,8042.0,-3463.9
2020-11-11,FII/FPI,14549.3,8342.1,6207.2
2020-11-12,DII,3810.0,6049.4,-2239.4
2020-11-12,FII/FPI,10143.1,8628.9,1514.1
2020-11-13,DII,2265.3,4727.7,-2462.4
2020-11-13,FII/FPI,9389.2,7453.3,1935.9
2020-11-17,DII,3076.2,6905.4,-3829.2
2020-11-17,FII/FPI,14689.9,9784.5,4905.4
2020-11-18,DII,3672.2,6462.0,-2789.8
2020-11-18,FII/FPI,10146.9,7075.0,3071.9
2020-11-19,DII,3162.1,6017.0,-2854.9
2020-11-19,FII/FPI,10852.0,9671.4,1180.6
2020-11-20,DII,2975.8,5844.5,-2868.7
2020-11-20,FII/FPI,11000.8,7140.0,3860.8
2020-11-23,DII,3909.3,6853.3,-2944.0
2020-11-23,FII/FPI,12443.0,7704.5,4738.4
2020-11-24,DII,3954.4,6476.5,-2522.1
2020-11-24,FII/FPI,12480.9,7917.7,4563.2
2020-11-25,DII,3724.5,5564.8,-1840.3
2020-11-25,FII/FPI,6931.7,6907.5,24.2
2020-11-26,DII,3016.1,6416.2,-3400.1
2020-11-26,FII/FPI,8036.9,6009.6,2027.3
2020-11-27,DII,4875.8,9844.7,-4968.9
2020-11-27,FII/FPI,74741.8,67028.9,7713.0
2020-12-01,DII,3644.5,4687.7,-1043.2
2020-12-01,FII/FPI,11337.2,8095.2,3242.0
2020-12-02,DII,3377.2,5013.2,-1636.0
2020-12-02,FII/FPI,9295.5,8938.1,357.4
2020-12-03,DII,4693.0,6132.8,-1439.7
2020-12-03,FII/FPI,14473.2,10835.7,3637.4
2020-12-04,DII,4062.5,6034.1,-1971.6
2020-12-04,FII/FPI,9863.8,6894.2,2969.6
2020-12-05,DII,5326.5,5690.5,-364.0
2020-12-05,FII/FPI,6231.71,7893.74,-1662.03
2020-12-06,DII,5251.66,3306.51,1945.15
2020-12-06,FII/FPI,3579.73,4891.22,-1311.49
2020-12-07,DII,4287.1,7054.2,-2767.1
2020-12-07,FII/FPI,8796.1,5004.1,3792.1
2020-12-08,DII,3912.4,6553.3,-2640.9
2020-12-08,FII/FPI,8473.3,5563.7,2909.6
2020-12-09,DII,3834.9,6328.0,-2493.1
2020-12-09,FII/FPI,9574.5,6010.2,3564.2
2020-12-10,DII,3390.7,5665.9,-2275.2
2020-12-10,FII/FPI,7663.5,5403.6,2260.0
2020-12-11,DII,3726.2,6085.2,-2359.0
2020-12-11,FII/FPI,10402.1,6206.7,4195.4
2020-12-14,DII,3814.0,5535.1,-1721.1
2020-12-14,FII/FPI,7589.9,5325.5,2264.4
2020-12-15,DII,3564.7,6231.5,-2666.8
2020-12-15,FII/FPI,8612.9,6128.8,2484.1
2020-12-16,DII,3748.6,5467.1,-1718.4
2020-12-16,FII/FPI,8209.3,6227.6,1981.8
2020-12-17,DII,3125.7,5620.1,-2494.4
2020-12-17,FII/FPI,8609.4,6254.1,2355.2
2020-12-18,DII,4224.6,6649.2,-2424.6
2020-12-18,FII/FPI,14649.7,11928.7,2721.0
2020-12-21,DII,5948.7,5462.5,486.1
2020-12-21,FII/FPI,6595.7,6919.3,-323.6
2020-12-22,DII,5205.2,5866.7,-661.5
2020-12-22,FII/FPI,6616.4,5463.4,1153.0
2020-12-23,DII,4040.7,5367.6,-1326.9
2020-12-23,FII/FPI,5365.7,4829.5,536.1
2020-12-24,DII,3456.2,5354.1,-1897.9
2020-12-24,FII/FPI,5316.2,4090.6,1225.7
2020-12-28,DII,2714.1,4100.6,-1386.6
2020-12-28,FII/FPI,3456.3,1867.3,1588.9
2020-12-29,DII,2386.8,4397.3,-2010.5
2020-12-29,FII/FPI,5426.8,3077.2,2349.5
2020-12-30,DII,3372.4,3959.9,-587.4
2020-12-30,FII/FPI,5345.6,3521.1,1824.5
2020-12-31,DII,4209.7,4467.4,-257.6
2020-12-31,FII/FPI,6855.3,5719.7,1135.6
2021-01-01,DII,2505.7,2436.3,69.4
2021-01-01,FII/FPI,1072.5,566.3,506.2
2021-01-02,DII,6603.46,6693.92,-90.46
2021-01-02,FII/FPI,10168.32,8674.09,1494.23
2021-01-03,DII,4262.45,4457.33,-194.88
2021-01-03,FII/FPI,6674.54,6549.39,125.15
2021-01-04,DII,4575.6,5290.8,-715.2
2021-01-04,FII/FPI,5331.2,3488.0,1843.2
2021-01-05,DII,5092.0,5582.0,-490.0
2021-01-05,FII/FPI,7039.4,6053.2,986.3
2021-01-06,DII,5686.0,6066.4,-380.4
2021-01-06,FII/FPI,6733.3,7216.9,-483.6
2021-01-07,DII,4815.7,5805.2,-989.5
2021-01-07,FII/FPI,8481.8,8099.5,382.3
2021-01-08,DII,4792.7,7165.2,-2372.5
2021-01-08,FII/FPI,13171.2,7141.4,6029.8
2021-01-09,DII,5498.07,6785.94,-1287.87
2021-01-09,FII/FPI,9384.32,8717.66,666.66
2021-01-10,DII,6093.82,6706.9,-613.08
2021-01-10,FII/FPI,7049.23,6917.84,131.39
2021-01-11,DII,4496.8,7107.0,-2610.1
2021-01-11,FII/FPI,9652.3,6513.4,3138.9
2021-01-12,DII,5556.6,6891.1,-1334.5
2021-01-12,FII/FPI,9354.8,8783.4,571.5
2021-01-13,DII,5777.2,8147.4,-2370.2
2021-01-13,FII/FPI,10263.6,8384.5,1879.1
2021-01-14,DII,5772.8,5960.9,-188.1
2021-01-14,FII/FPI,10175.5,9098.8,1076.6
2021-01-15,DII,4914.1,5856.1,-942.1
2021-01-15,FII/FPI,7240.8,6269.8,971.1
2021-01-18,DII,6371.1,6413.6,-42.5
2021-01-18,FII/FPI,7847.8,7197.2,650.6
2021-01-19,DII,5146.4,5345.7,-199.3
2021-01-19,FII/FPI,6715.9,6458.4,257.6
2021-01-20,DII,5084.7,5949.4,-864.6
2021-01-20,FII/FPI,7701.3,5412.2,2289.0
2021-01-21,DII,5053.6,6093.0,-1039.5
2021-01-21,FII/FPI,9104.2,7489.6,1614.7
2021-01-22,DII,4860.0,6150.3,-1290.4
2021-01-22,FII/FPI,8326.8,8962.5,-635.7
2021-01-25,DII,5090.2,5478.0,-387.8
2021-01-25,FII/FPI,8423.4,9188.7,-765.3
2021-01-27,DII,6222.8,6226.2,-3.4
2021-01-27,FII/FPI,11236.8,12925.0,-1688.2
2021-01-28,DII,6351.1,4614.2,1736.9
2021-01-28,FII/FPI,8493.9,12206.4,-3712.5
2021-01-29,DII,7582.4,5139.2,2443.2
2021-01-29,FII/FPI,11875.0,17805.7,-5930.7
2021-02-01,DII,6603.5,6693.9,-90.5
2021-02-01,FII/FPI,10168.3,8674.1,1494.2
2021-02-02,DII,7755.2,9790.4,-2035.2
2021-02-02,FII/FPI,13585.6,7404.0,6181.6
2021-02-03,DII,6427.5,6827.2,-399.7
2021-02-03,FII/FPI,11546.2,9025.3,2520.9
2021-02-04,DII,6314.2,7082.8,-768.6
2021-02-04,FII/FPI,11826.5,9889.8,1936.7
2021-02-05,DII,6202.6,7621.2,-1418.6
2021-02-05,FII/FPI,9402.2,7940.5,1461.7
2021-02-06,DII,4657.4,4415.64,241.76
2021-02-06,FII/FPI,11510.79,10589.69,921.1
2021-02-07,DII,4922.08,3991.69,930.39
2021-02-07,FII/FPI,4860.51,5843.31,-982.8
2021-02-08,DII,5356.5,5861.4,-504.9
2021-02-08,FII/FPI,8017.5,6140.9,1876.6
2021-02-09,DII,4649.8,6406.1,-1756.2
2021-02-09,FII/FPI,11599.6,10299.0,1300.6
2021-02-10,DII,4749.9,6825.6,-2075.7
2021-02-10,FII/FPI,9072.1,7285.1,1787.0
2021-02-11,DII,4271.1,4978.8,-707.7
2021-02-11,FII/FPI,5627.7,4683.4,944.4
2021-02-12,DII,3647.8,4245.4,-597.6
2021-02-12,FII/FPI,4252.2,4289.5,-37.3
2021-02-15,DII,4293.8,5342.4,-1048.6
2021-02-15,FII/FPI,5121.5,3887.4,1234.2
2021-02-16,DII,4632.1,6191.6,-1559.5
2021-02-16,FII/FPI,6825.9,5681.8,1144.1
2021-02-17,DII,4441.3,5724.6,-1283.4
2021-02-17,FII/FPI,8499.2,7491.0,1008.2
2021-02-18,DII,5281.7,6499.0,-1217.3
2021-02-18,FII/FPI,9725.8,8822.7,903.1
2021-02-19,DII,3542.4,4717.3,-1175.0
2021-02-19,FII/FPI,8611.1,8492.3,118.8
2021-02-22,DII,4804.0,5723.9,-919.9
2021-02-22,FII/FPI,9454.1,10347.4,-893.2
2021-02-23,DII,4918.5,4701.8,216.7
2021-02-23,FII/FPI,8112.3,9681.4,-1569.0
2021-02-24,DII,3573.6,3343.2,230.4
2021-02-24,FII/FPI,35295.6,6556.4,28739.2
2021-02-25,DII,5174.6,5921.2,-746.6
2021-02-25,FII/FPI,14123.8,13935.7,188.1
2021-02-26,DII,7535.0,6035.3,1499.7
2021-02-26,FII/FPI,22163.4,30458.6,-8295.2
2021-03-01,DII,4262.4,4457.3,-194.9
2021-03-01,FII/FPI,6674.5,6549.4,125.2
2021-03-02,DII,4315.3,5169.4,-854.0
2021-03-02,FII/FPI,8978.7,6755.6,2223.2
2021-03-03,DII,5414.4,5021.5,392.9
2021-03-03,FII/FPI,10945.0,8856.3,2088.7
2021-03-04,DII,4342.9,5131.1,-788.2
2021-03-04,FII/FPI,11734.0,11957.1,-223.1
2021-03-05,DII,3633.1,4824.2,-1191.2
2021-03-05,FII/FPI,9383.2,11397.3,-2014.2
2021-03-06,DII,4726.0,5004.97,-278.97
2021-03-06,FII/FPI,7323.5,6244.3,1079.2
2021-03-08,DII,3838.9,3355.3,483.6
2021-03-08,FII/FPI,5918.3,7412.8,-1494.5
2021-03-09,DII,6216.3,4966.1,1250.2
2021-03-09,FII/FPI,11281.2,8479.4,2801.9
2021-03-10,DII,4059.8,3612.1,447.7
2021-03-10,FII/FPI,6535.0,6550.7,-15.7
2021-03-11,DII,5554.9,5359.34,195.56
2021-03-11,FII/FPI,9011.72,9413.2,-401.48
2021-03-12,DII,4789.9,4953.8,-163.9
2021-03-12,FII/FPI,12080.6,13023.2,-942.6
2021-03-15,DII,4036.2,4785.9,-749.7
2021-03-15,FII/FPI,6658.8,7760.2,-1101.4
2021-03-16,DII,4518.8,5687.4,-1168.6
2021-03-16,FII/FPI,7819.9,6127.6,1692.3
2021-03-17,DII,5874.4,6436.6,-562.2
2021-03-17,FII/FPI,9973.2,7347.4,2625.8
2021-03-18,DII,4692.9,5809.1,-1116.2
2021-03-18,FII/FPI,7994.2,6735.8,1258.5
2021-03-19,DII,7503.7,6944.1,559.6
2021-03-19,FII/FPI,24193.7,22775.2,1418.4
2021-03-22,DII,4659.7,4117.0,542.7
2021-03-22,FII/FPI,6436.5,7223.4,-787.0
2021-03-23,DII,4882.5,5412.2,-529.7
2021-03-23,FII/FPI,7811.3,7919.6,-108.2
2021-03-24,DII,5581.3,4968.5,612.8
2021-03-24,FII/FPI,5577.5,7529.4,-1951.9
2021-03-25,DII,7823.4,5555.7,2267.7
2021-03-25,FII/FPI,6669.5,10053.1,-3383.6
2021-03-26,DII,5876.7,4173.6,1703.1
2021-03-26,FII/FPI,6317.0,6367.1,-50.1
2021-03-30,DII,11262.4,9081.4,2181.0
2021-03-30,FII/FPI,10119.5,9350.0,769.5
2021-03-31,DII,6160.8,4079.2,2081.5
2021-03-31,FII/FPI,7657.9,9343.8,-1685.9
2021-04-01,DII,3621.9,3918.7,-296.8
2021-04-01,FII/FPI,7279.3,7129.9,149.4
2021-04-02,DII,6314.21,7082.76,-768.55
2021-04-02,FII/FPI,11826.54,9889.8,1936.74
2021-04-03,DII,4342.9,5131.09,-788.19
2021-04-03,FII/FPI,11733.98,11957.09,-223.11
2021-04-05,DII,5097.5,5022.1,75.5
2021-04-05,FII/FPI,4443.8,5375.5,-931.7
2021-04-06,DII,4518.8,4102.2,416.6
2021-04-06,FII/FPI,4825.3,5918.0,-1092.8
2021-04-07,DII,4903.2,4522.1,381.1
2021-04-07,FII/FPI,7380.2,7152.7,227.4
2021-04-08,DII,4854.4,4301.6,552.8
2021-04-08,FII/FPI,8752.0,8641.2,110.8
2021-04-09,DII,5224.9,5496.1,-271.3
2021-04-09,FII/FPI,6307.9,6961.4,-653.5
2021-04-10,DII,6837.52,6609.46,228.06
2021-04-10,FII/FPI,14121.78,13261.28,860.5
2021-04-11,DII,55.67,17.42,38.25
2021-04-11,FII/FPI,42.52,370.63,-328.11
2021-04-12,DII,7165.0,6932.2,232.8
2021-04-12,FII/FPI,6519.9,8266.3,-1746.4
2021-04-13,DII,4557.8,4314.0,243.8
2021-04-13,FII/FPI,8556.4,9287.2,-730.8
2021-04-15,DII,4979.6,5506.2,-526.6
2021-04-15,FII/FPI,11711.5,10731.8,979.7
2021-04-16,DII,5523.6,4866.0,657.6
2021-04-16,FII/FPI,7512.3,7074.8,437.5
2021-04-19,DII,6843.1,4487.6,2355.6
2021-04-19,FII/FPI,6381.9,8015.6,-1633.7
2021-04-20,DII,5595.0,4272.0,1323.0
2021-04-20,FII/FPI,8722.7,9805.1,-1082.3
2021-04-22,DII,5737.1,4887.1,850.0
2021-04-22,FII/FPI,9619.5,10529.1,-909.6
2021-04-23,DII,5151.6,3456.0,1695.6
2021-04-23,FII/FPI,6729.5,8090.2,-1360.8
2021-04-26,DII,6518.0,5495.4,1022.6
2021-04-26,FII/FPI,7660.7,8772.6,-1111.9
2021-04-27,DII,6484.7,5021.2,1463.4
2021-04-27,FII/FPI,5527.8,6982.5,-1454.8
2021-04-28,DII,6349.2,5913.0,436.2
2021-04-28,FII/FPI,7822.6,7056.5,766.0
2021-04-29,DII,4222.3,5164.6,-942.4
2021-04-29,FII/FPI,6399.3,5590.0,809.4
2021-04-30,DII,5761.8,4342.5,1419.3
2021-04-30,FII/FPI,7951.0,11416.1,-3465.1
2021-05-01,DII,5092.0,5582.03,-490.03
2021-05-01,FII/FPI,7039.45,6053.15,986.3
2021-05-02,DII,6202.57,7621.22,-1418.65
2021-05-02,FII/FPI,9402.17,7940.46,1461.71
2021-05-03,DII,4366.3,3813.3,552.9
2021-05-03,FII/FPI,4273.2,6562.6,-2289.5
2021-05-04,DII,4952.6,3965.3,987.3
2021-05-04,FII/FPI,5849.0,7621.4,-1772.4
2021-05-05,DII,4255.5,4496.1,-240.6
2021-05-05,FII/FPI,4956.0,6066.5,-1110.5
2021-05-06,DII,4036.9,4669.4,-632.5
2021-05-06,FII/FPI,6326.6,5104.0,1222.6
2021-05-07,DII,6414.2,4946.1,1468.1
2021-05-07,FII/FPI,7160.0,8302.7,-1142.8
2021-05-08,DII,8541.88,7809.96,731.92
2021-05-08,FII/FPI,8746.6,9466.48,-719.88
2021-05-10,DII,5851.7,6328.0,-476.3
2021-05-10,FII/FPI,6861.0,6277.3,583.7
2021-05-11,DII,5172.2,5848.8,-676.7
2021-05-11,FII/FPI,6577.1,6913.1,-336.0
2021-05-12,DII,5372.3,6076.6,-704.4
2021-05-12,FII/FPI,5312.0,6572.6,-1260.6
2021-05-14,DII,5444.2,4830.9,613.3
2021-05-14,FII/FPI,5856.4,8464.2,-2607.8
2021-05-17,DII,7096.9,5148.4,1948.5
2021-05-17,FII/FPI,5797.5,8053.4,-2255.8
2021-05-18,DII,6301.0,5851.5,449.5
2021-05-18,FII/FPI,8433.4,7815.0,618.5
2021-05-19,DII,4723.0,5575.5,-852.5
2021-05-19,FII/FPI,7138.1,7835.9,-697.8
2021-05-20,DII,4723.3,5599.3,-876.1
2021-05-20,FII/FPI,8149.8,8078.8,71.0
2021-05-21,DII,6089.4,5440.3,649.1
2021-05-21,FII/FPI,7950.7,7440.5,510.2
2021-05-24,DII,5329.1,6036.8,-707.7
2021-05-24,FII/FPI,7830.6,7245.2,585.4
2021-05-25,DII,4299.6,4863.2,-563.6
2021-05-25,FII/FPI,7282.9,6323.1,959.8
2021-05-26,DII,3623.9,4062.5,-438.6
2021-05-26,FII/FPI,5114.1,4872.5,241.6
2021-05-27,DII,6139.4,6027.0,112.4
2021-05-27,FII/FPI,42734.2,43395.1,-660.9
2021-05-28,DII,6440.9,5165.7,1275.2
2021-05-28,FII/FPI,5917.7,5004.1,913.6
2021-05-31,DII,4912.1,4732.3,179.8
2021-05-31,FII/FPI,7456.5,5044.1,2412.4
2021-06-01,DII,4364.0,4133.5,230.5
2021-06-01,FII/FPI,4507.9,4957.8,-449.9
2021-06-02,DII,4657.4,4415.6,241.8
2021-06-02,FII/FPI,11510.8,10589.7,921.1
2021-06-03,DII,4726.0,5005.0,-279.0
2021-06-03,FII/FPI,7323.5,6244.3,1079.2
2021-06-04,DII,3883.3,5058.3,-1175.0
2021-06-04,FII/FPI,7683.6,6184.2,1499.4
2021-06-05,DII,4036.91,4669.42,-632.51
2021-06-05,FII/FPI,6326.62,5104.04,1222.58
2021-06-07,DII,5644.1,4660.1,984.0
2021-06-07,FII/FPI,6811.5,6998.0,-186.5
2021-06-08,DII,3936.2,5563.2,-1627.0
2021-06-08,FII/FPI,7646.9,6224.2,1422.7
2021-06-09,DII,5895.6,6167.2,-271.7
2021-06-09,FII/FPI,7088.5,7934.9,-846.4
2021-06-10,DII,4282.2,4857.4,-575.2
2021-06-10,FII/FPI,7448.0,6118.3,1329.7
2021-06-11,DII,5212.5,4546.1,666.4
2021-06-11,FII/FPI,5161.2,5142.5,18.6
2021-06-12,DII,4780.05,3078.49,1701.56
2021-06-12,FII/FPI,4130.25,7491.53,-3361.28
2021-06-14,DII,4801.1,4256.8,544.3
2021-06-14,FII/FPI,4339.3,4842.8,-503.5
2021-06-15,DII,3875.3,4524.6,-649.3
2021-06-15,FII/FPI,7621.2,6987.5,633.7
2021-06-16,DII,4027.5,4901.7,-874.2
2021-06-16,FII/FPI,5940.2,6810.5,-870.3
2021-06-17,DII,5107.5,5062.3,45.2
2021-06-17,FII/FPI,6727.6,7607.3,-879.7
2021-06-18,DII,7052.8,6606.6,446.2
2021-06-18,FII/FPI,20440.8,17760.3,2680.6
2021-06-21,DII,4028.3,3890.2,138.1
2021-06-21,FII/FPI,4675.5,5920.2,-1244.7
2021-06-22,DII,5099.0,4796.6,302.4
2021-06-22,FII/FPI,6488.1,7516.0,-1027.9
2021-06-23,DII,4982.6,3665.4,1317.2
2021-06-23,FII/FPI,13648.6,10492.1,3156.5
2021-06-24,DII,5377.8,4239.0,1138.8
2021-06-24,FII/FPI,7094.4,9985.3,-2890.9
2021-06-25,DII,6844.0,5011.2,1832.8
2021-06-25,FII/FPI,6766.3,7445.2,-678.8
2021-06-28,DII,5634.2,4357.1,1277.1
2021-06-28,FII/FPI,4275.7,5934.4,-1658.7
2021-06-29,DII,8687.3,6877.3,1810.0
2021-06-29,FII/FPI,10932.0,10815.4,116.6
2021-06-30,DII,6171.1,4651.0,1520.2
2021-06-30,FII/FPI,6057.5,7704.1,-1646.7
2021-07-01,DII,4721.5,3840.9,880.6
2021-07-01,FII/FPI,4395.8,5641.1,-1245.3
2021-07-02,DII,4922.1,3991.7,930.4
2021-07-02,FII/FPI,4860.5,5843.3,-982.8
2021-07-04,DII,4903.19,4522.11,381.08
2021-07-04,FII/FPI,7380.16,7152.74,227.42
2021-07-05,DII,4578.5,3932.9,645.6
